t,wHeld,nudge,setL,setR,rpsL,rpsR,uFFL,uFFR,uPIDL,uPIDR,outL,outR
43.312,0,-0.031,0.031,-0.031,0.218,-0.073,0.1272,-0.1272,-0.1085,0.0236,0.0187,-0.1036
43.332,0,-0.031,0.031,-0.031,0.072,-0.217,0.1270,-0.1270,0.3375,0.4745,0.1187,-0.0036
43.352,0,-0.030,0.030,-0.030,0.145,-0.289,0.1269,-0.1269,-0.2490,0.3349,0.0187,0.0964
43.372,0,-0.029,0.029,-0.029,0.146,-0.073,0.1267,-0.1267,-0.0729,-0.5146,0.0538,-0.0036
43.392,0,-0.029,0.029,-0.029,0.073,0.000,0.1266,-0.1266,0.1568,-0.1994,0.1538,-0.1036
43.412,0,-0.028,0.028,-0.028,0.145,-0.073,0.1264,-0.1264,-0.2516,0.2081,0.0538,-0.0036
43.432,0,-0.027,0.027,-0.027,0.073,-0.073,0.1263,-0.1263,0.1541,0.0272,0.1538,-0.0991
43.452,0,-0.027,0.027,-0.027,0.145,-0.073,0.1261,-0.1261,-0.2524,0.0276,0.0538,-0.0986
43.472,0,-0.026,0.026,-0.026,0.145,-0.073,0.1260,-0.1260,-0.0714,0.0279,0.0546,-0.0981
43.492,0,-0.025,0.025,-0.025,0.073,-0.145,0.1259,-0.1259,0.1531,0.2533,0.1546,0.0019
43.512,0,-0.025,0.025,-0.025,0.073,-0.073,0.1257,-0.1257,-0.0285,-0.1530,0.0973,-0.0981
43.532,0,-0.024,0.024,-0.024,0.144,-0.144,0.1256,-0.1256,-0.2516,0.2516,-0.0027,0.0019
43.552,0,-0.024,0.024,-0.024,0.073,-0.073,0.1255,-0.1255,0.1492,-0.1492,0.0973,-0.0981
43.572,0,-0.023,0.023,-0.023,0.073,0.000,0.1253,-0.1253,-0.0287,-0.1962,0.0966,-0.1981
43.592,0,-0.023,0.023,-0.023,0.073,-0.145,0.1252,-0.1252,-0.0298,0.4359,0.0954,-0.0981
43.612,0,-0.022,0.022,-0.022,0.073,-0.218,0.1251,-0.1251,-0.0303,0.2991,0.0948,0.0019
43.632,0,-0.022,0.022,-0.022,0.073,-0.145,0.1250,-0.1250,-0.0305,-0.1076,0.0945,-0.0981
43.652,0,-0.021,0.021,-0.021,0.073,-0.218,0.1249,-0.1249,-0.0309,0.2993,0.0940,0.0019
43.672,0,-0.021,0.021,-0.021,0.145,-0.073,0.1248,-0.1248,-0.2557,-0.3317,-0.0060,-0.0981
43.692,0,-0.020,0.020,-0.020,0.073,-0.145,0.1246,-0.1246,0.1496,0.2567,0.0940,0.0019
43.712,0,-0.020,0.020,-0.020,0.145,-0.073,0.1245,-0.1245,-0.2565,-0.1499,-0.0060,-0.0981
43.732,0,-0.019,0.019,-0.019,0.000,0.000,0.1244,-0.1244,0.3743,-0.1930,0.0940,-0.1981
43.752,0,-0.019,0.019,-0.019,0.073,-0.145,0.1243,-0.1243,-0.2139,0.4391,-0.0060,-0.0981
43.772,0,-0.018,0.018,-0.018,0.000,-0.218,0.1242,-0.1242,0.1927,0.3005,0.0940,0.0019
43.792,0,-0.018,0.018,-0.018,0.073,-0.145,0.1241,-0.1241,-0.2141,-0.1051,-0.0060,-0.0981
43.812,0,-0.018,0.018,-0.018,0.000,-0.145,0.1240,-0.1240,0.1919,0.0764,0.0940,-0.0476
43.832,0,-0.017,0.017,-0.017,0.072,-0.145,0.1240,-0.1240,-0.2143,0.0761,-0.0060,-0.0478
43.852,0,-0.017,0.017,-0.017,0.000,-0.073,0.1239,-0.1239,0.1912,-0.1474,0.0940,-0.1478
43.872,0,-0.016,0.016,-0.016,0.000,-0.145,0.1238,-0.1238,0.0099,0.2585,0.1336,-0.0478
43.892,0,-0.016,0.016,-0.016,0.143,-0.144,0.1237,-0.1237,-0.4352,0.0725,0.0336,-0.0512
43.912,0,-0.016,0.016,-0.016,0.000,-0.073,0.1236,-0.1236,0.3681,-0.1408,0.1336,-0.1512
43.932,0,-0.015,0.015,-0.015,0.145,-0.217,0.1235,-0.1235,-0.4403,0.4816,0.0336,-0.0512
43.952,0,-0.015,0.015,-0.015,0.073,-0.218,0.1234,-0.1234,0.1466,0.1219,0.1336,-0.0015
43.972,0,-0.015,0.015,-0.015,0.145,-0.218,0.1234,-0.1234,-0.2598,0.1221,0.0336,-0.0012
43.992,0,-0.014,0.014,-0.014,0.145,-0.073,0.1233,-0.1233,-0.0783,-0.3280,0.0450,-0.1012
44.012,0,-0.014,0.014,-0.014,0.073,-0.218,0.1232,-0.1232,0.1462,0.4850,0.1450,-0.0012
44.032,0,-0.014,0.014,-0.014,0.145,-0.145,0.1231,-0.1231,-0.2603,-0.1025,0.0450,-0.1012
44.052,0,-0.013,0.013,-0.013,0.145,-0.145,0.1231,-0.1231,-0.0790,0.0790,0.0441,-0.0441
44.072,0,-0.013,0.013,-0.013,0.000,-0.073,0.1230,-0.1230,0.3705,-0.1456,0.1441,-0.1441
44.092,0,-0.013,0.013,-0.013,0.144,-0.072,0.1229,-0.1229,-0.4396,0.0346,0.0441,-0.0883
44.112,0,-0.012,0.012,-0.012,0.146,-0.219,0.1229,-0.1229,-0.0839,0.4901,0.0390,0.0117
44.132,0,-0.012,0.012,-0.012,0.073,-0.145,0.1228,-0.1228,0.1469,-0.1040,0.1390,-0.0883
44.152,0,-0.012,0.012,-0.012,0.217,-0.144,0.1227,-0.1227,-0.4833,0.0779,0.0390,-0.0448
44.172,0,-0.012,0.012,-0.012,0.217,-0.217,0.1227,-0.1227,-0.1231,0.3037,-0.0004,0.0552
44.192,0,-0.011,0.011,-0.011,0.073,-0.146,0.1226,-0.1226,0.3219,-0.0951,0.0996,-0.0448
44.212,0,-0.011,0.011,-0.011,0.145,0.000,0.1225,-0.1225,-0.2601,-0.3724,-0.0004,-0.1448
44.232,0,-0.011,0.011,-0.011,0.073,-0.145,0.1225,-0.1225,0.1443,0.4431,0.0996,-0.0448
44.252,0,-0.011,0.011,-0.011,0.218,-0.290,0.1224,-0.1224,-0.4871,0.5308,-0.0004,0.0552
44.272,0,-0.010,0.010,-0.010,0.144,-0.144,0.1224,-0.1224,0.1025,-0.2840,0.0996,-0.0448
44.292,0,-0.010,0.010,-0.010,0.146,-0.073,0.1223,-0.1223,-0.0845,-0.1414,0.0378,-0.1448
44.312,0,-0.010,0.010,-0.010,0.073,-0.145,0.1223,-0.1223,0.1454,0.2617,0.1378,-0.0448
44.332,0,-0.010,0.010,-0.010,0.145,-0.218,0.1222,-0.1222,-0.2627,0.3063,0.0378,0.0552
44.352,0,-0.009,0.009,-0.009,0.145,-0.218,0.1222,-0.1222,-0.0812,0.1246,0.0409,0.0025
44.372,0,-0.009,0.009,-0.009,0.144,0.000,0.1221,-0.1221,-0.0778,-0.5495,0.0443,-0.0975
44.392,0,-0.009,0.009,-0.009,0.073,-0.073,0.1221,-0.1221,0.1383,0.2214,0.1443,0.0025
44.412,0,-0.009,0.009,-0.009,0.073,0.000,0.1220,-0.1220,-0.0366,-0.1882,0.0854,-0.0975
44.432,0,-0.009,0.009,-0.009,0.073,0.000,0.1220,-0.1220,-0.0384,-0.0052,0.0836,-0.1271
44.452,0,-0.008,0.008,-0.008,0.145,-0.145,0.1219,-0.1219,-0.2635,0.4449,-0.0164,-0.0271
44.472,0,-0.008,0.008,-0.008,0.073,0.000,0.1219,-0.1219,0.1428,-0.3678,0.0836,-0.1271
44.492,0,-0.008,0.008,-0.008,0.000,-0.072,0.1218,-0.1218,0.1862,0.2199,0.1836,-0.0271
44.512,0,-0.008,0.008,-0.008,0.073,0.000,0.1218,-0.1218,-0.2204,-0.1859,0.0836,-0.1271
44.532,0,-0.008,0.008,-0.008,0.145,-0.073,0.1218,-0.1218,-0.2636,0.2203,-0.0164,-0.0271
44.552,0,-0.007,0.007,-0.007,0.073,0.000,0.1217,-0.1217,0.1423,-0.1858,0.0836,-0.1271
44.573,0,-0.007,0.007,-0.007,0.000,-0.143,0.1217,-0.1217,0.1858,0.4382,0.1836,-0.0271
44.592,0,-0.007,0.007,-0.007,0.147,0.000,0.1216,-0.1216,-0.4529,-0.3612,0.0836,-0.1271
44.612,0,-0.007,0.007,-0.007,0.145,-0.073,0.1216,-0.1216,-0.0769,0.2207,0.0447,-0.0271
44.632,0,-0.007,0.007,-0.007,0.073,0.000,0.1216,-0.1216,0.1420,-0.1855,0.1447,-0.1271
44.652,0,-0.007,0.007,-0.007,0.145,-0.073,0.1215,-0.1215,-0.2645,0.2209,0.0447,-0.0271
44.672,0,-0.007,0.007,-0.007,0.145,-0.073,0.1215,-0.1215,-0.0829,0.0395,0.0386,-0.0820
44.692,0,-0.006,0.006,-0.006,0.073,0.000,0.1215,-0.1215,0.1413,-0.1851,0.1386,-0.1820
44.712,0,-0.006,0.006,-0.006,0.145,-0.145,0.1214,-0.1214,-0.2647,0.4461,0.0386,-0.0820
44.732,0,-0.006,0.006,-0.006,0.072,-0.145,0.1214,-0.1214,0.1424,0.0816,0.1386,-0.0398
44.752,0,-0.006,0.006,-0.006,0.146,-0.073,0.1214,-0.1214,-0.2669,-0.1393,0.0386,-0.1398
44.772,0,-0.006,0.006,-0.006,0.073,-0.218,0.1213,-0.1213,0.1424,0.4894,0.1386,-0.0398
44.792,0,-0.006,0.006,-0.006,0.145,-0.218,0.1213,-0.1213,-0.2650,0.1271,0.0386,0.0058
44.812,0,-0.006,0.006,-0.006,0.073,-0.145,0.1213,-0.1213,0.1412,-0.0977,0.1386,-0.0942
44.832,0,-0.005,0.005,-0.005,0.144,-0.144,0.1212,-0.1212,-0.2611,0.0797,0.0386,-0.0415
44.852,0,-0.005,0.005,-0.005,0.073,-0.146,0.1212,-0.1212,0.1357,0.0912,0.1386,-0.0300
44.872,0,-0.005,0.005,-0.005,0.145,-0.145,0.1212,-0.1212,-0.2638,0.0807,0.0386,-0.0404
44.892,0,-0.005,0.005,-0.005,0.145,-0.145,0.1212,-0.1212,-0.0835,0.0835,0.0377,-0.0377
44.912,0,-0.005,0.005,-0.005,0.073,-0.073,0.1211,-0.1211,0.1401,-0.1401,0.1377,-0.1377
44.932,0,-0.005,0.005,-0.005,0.145,-0.218,0.1211,-0.1211,-0.2652,0.4899,0.0377,-0.0377
44.952,0,-0.005,0.005,-0.005,0.073,-0.290,0.1211,-0.1211,0.1406,0.3528,0.1377,0.0623
44.972,0,-0.005,0.005,-0.005,0.145,-0.145,0.1211,-0.1211,-0.2653,-0.2787,0.0377,-0.0377
44.992,0,-0.005,0.005,-0.005,0.073,0.000,0.1210,-0.1210,0.1401,-0.3652,0.1377,-0.1377
45.012,0,-0.004,0.004,-0.004,0.073,-0.145,0.1210,-0.1210,-0.0408,0.4473,0.0802,-0.0377
45.032,0,-0.004,0.004,-0.004,0.145,-0.145,0.1210,-0.1210,-0.2657,0.0843,-0.0198,-0.0367
45.052,0,-0.004,0.004,-0.004,0.000,0.000,0.1210,-0.1210,0.3652,-0.3652,0.0802,-0.1367
45.072,0,-0.004,0.004,-0.004,0.073,-0.145,0.1209,-0.1209,-0.2225,0.4476,-0.0198,-0.0367
45.092,0,-0.004,0.004,-0.004,0.000,-0.145,0.1209,-0.1209,0.1838,0.0846,0.0802,-0.0363
45.112,0,-0.004,0.004,-0.004,0.073,-0.145,0.1209,-0.1209,-0.2225,0.0844,-0.0198,-0.0365
45.132,0,-0.004,0.004,-0.004,0.000,-0.072,0.1209,-0.1209,0.1836,-0.1403,0.0802,-0.1365
45.152,0,-0.004,0.004,-0.004,0.000,-0.073,0.1209,-0.1209,0.0022,0.0416,0.1231,-0.0793
45.172,0,-0.004,0.004,-0.004,0.000,-0.073,0.1208,-0.1208,0.0022,0.0414,0.1230,-0.0795
45.192,0,-0.004,0.004,-0.004,0.073,0.000,0.1208,-0.1208,-0.2227,-0.1836,0.0230,-0.1795
45.212,0,-0.003,0.003,-0.003,0.000,-0.217,0.1208,-0.1208,0.1834,0.6717,0.1230,-0.0795
45.232,0,-0.003,0.003,-0.003,0.073,-0.145,0.1208,-0.1208,-0.2228,-0.0957,0.0230,-0.1795
45.252,0,-0.003,0.003,-0.003,0.073,-0.218,0.1208,-0.1208,-0.0418,0.3108,0.0789,-0.0795
45.272,0,-0.003,0.003,-0.003,0.000,-0.288,0.1207,-0.1207,0.1835,0.3469,0.1789,0.0205
45.292,0,-0.003,0.003,-0.003,0.146,-0.219,0.1207,-0.1207,-0.4508,-0.0434,0.0789,-0.0795
45.312,0,-0.003,0.003,-0.003,0.144,-0.144,0.1207,-0.1207,-0.0802,-0.1024,0.0405,-0.1795
45.332,0,-0.003,0.003,-0.003,0.146,-0.219,0.1207,-0.1207,-0.0900,0.3163,0.0307,-0.0795
45.352,0,-0.003,0.003,-0.003,0.144,-0.289,0.1207,-0.1207,-0.0806,0.3454,0.0401,0.0205
45.372,0,-0.003,0.003,-0.003,0.073,-0.219,0.1207,-0.1207,0.1363,-0.0448,0.1401,-0.0795
45.392,0,-0.003,0.003,-0.003,0.073,-0.145,0.1207,-0.1207,-0.0410,-0.0987,0.0797,-0.1795
45.412,0,-0.003,0.003,-0.003,0.073,-0.218,0.1206,-0.1206,-0.0417,0.3099,0.0789,-0.0795
45.432,0,-0.003,0.003,-0.003,0.073,-0.218,0.1206,-0.1206,-0.0419,0.1288,0.0788,0.0082
45.452,0,-0.003,0.003,-0.003,0.073,-0.218,0.1206,-0.1206,-0.0421,0.1296,0.0785,0.0090
45.472,0,-0.003,0.003,-0.003,0.000,-0.073,0.1206,-0.1206,0.1830,-0.3211,0.1785,-0.0910
45.492,0,-0.003,0.003,-0.003,0.145,-0.145,0.1206,-0.1206,-0.4483,0.2670,0.0785,0.0090
45.512,0,-0.002,0.002,-0.002,0.145,-0.145,0.1206,-0.1206,-0.0856,0.0856,0.0350,-0.0350
45.532,0,-0.002,0.002,-0.002,0.073,-0.073,0.1206,-0.1206,0.1394,-0.1394,0.1350,-0.1350
45.552,0,-0.002,0.002,-0.002,0.073,-0.145,0.1205,-0.1205,-0.0422,0.2671,0.0784,-0.0350
45.572,0,-0.002,0.002,-0.002,0.000,-0.145,0.1205,-0.1205,0.1828,0.0856,0.1784,-0.0349
45.592,0,-0.002,0.002,-0.002,0.073,0.000,0.1205,-0.1205,-0.2235,-0.3641,0.0784,-0.1349
45.612,0,-0.002,0.002,-0.002,0.073,-0.145,0.1205,-0.1205,-0.0422,0.4484,0.0783,-0.0349
45.632,0,-0.002,0.002,-0.002,0.072,-0.145,0.1205,-0.1205,-0.0421,0.0855,0.0784,-0.0350
45.652,0,-0.002,0.002,-0.002,0.000,-0.073,0.1205,-0.1205,0.1825,-0.1387,0.1784,-0.1350
45.672,0,-0.002,0.002,-0.002,0.217,-0.145,0.1205,-0.1205,-0.6728,0.2666,0.0784,-0.0350
45.692,0,-0.002,0.002,-0.002,0.145,-0.145,0.1205,-0.1205,0.0946,0.0867,0.1784,-0.0337
45.712,0,-0.002,0.002,-0.002,0.218,-0.073,0.1205,-0.1205,-0.3105,-0.1394,0.0784,-0.1337
45.732,0,-0.002,0.002,-0.002,0.218,-0.145,0.1204,-0.1204,-0.1296,0.2674,-0.0091,-0.0337
45.752,0,-0.002,0.002,-0.002,0.145,-0.073,0.1204,-0.1204,0.0957,-0.1391,0.0909,-0.1337
45.772,0,-0.002,0.002,-0.002,0.145,-0.145,0.1204,-0.1204,-0.0861,0.2674,0.0343,-0.0337
45.792,0,-0.002,0.002,-0.002,0.073,-0.145,0.1204,-0.1204,0.1389,0.0859,0.1343,-0.0345
45.812,0,-0.002,0.002,-0.002,0.073,-0.145,0.1204,-0.1204,-0.0425,0.0861,0.0779,-0.0343
45.832,0,-0.002,0.002,-0.002,0.073,-0.073,0.1204,-0.1204,-0.0425,-0.1389,0.0779,-0.1343
45.852,0,-0.002,0.002,-0.002,0.073,-0.218,0.1204,-0.1204,-0.0425,0.4923,0.0779,-0.0343
45.872,0,-0.002,0.002,-0.002,0.072,-0.144,0.1204,-0.1204,-0.0404,-0.0996,0.0800,-0.1343
45.892,0,-0.002,0.002,-0.002,0.000,-0.073,0.1204,-0.1204,0.1805,-0.1330,0.1800,-0.2343
45.912,0,-0.002,0.002,-0.002,0.144,-0.289,0.1204,-0.1204,-0.4467,0.7111,0.0800,-0.1343
45.932,0,-0.002,0.002,-0.002,0.146,-0.364,0.1203,-0.1203,-0.0900,0.4069,0.0303,-0.0343
45.952,0,-0.001,0.001,-0.001,0.073,-0.290,0.1203,-0.1203,0.1404,-0.0121,0.1303,-0.1324
45.972,0,-0.001,0.001,-0.001,0.073,-0.290,0.1203,-0.1203,-0.0426,0.1731,0.0777,-0.0324
45.992,0,-0.001,0.001,-0.001,0.073,-0.218,0.1203,-0.1203,-0.0426,-0.0518,0.0777,-0.1324
46.012,0,-0.001,0.001,-0.001,0.073,-0.290,0.1203,-0.1203,-0.0427,0.3548,0.0776,-0.0324
46.032,0,-0.001,0.001,-0.001,0.000,-0.145,0.1203,-0.1203,0.1822,-0.2766,0.1776,-0.1324
46.052,0,-0.001,0.001,-0.001,0.145,-0.290,0.1203,-0.1203,-0.4491,0.5363,0.0776,-0.0324
46.072,0,-0.001,0.001,-0.001,0.145,-0.290,0.1203,-0.1203,-0.0860,0.1729,0.0343,0.0526
46.092,0,-0.001,0.001,-0.001,0.145,-0.218,0.1203,-0.1203,-0.0864,-0.0512,0.0338,-0.0474
46.112,0,-0.001,0.001,-0.001,0.072,-0.143,0.1203,-0.1203,0.1415,-0.1010,0.1338,-0.1474
46.132,0,-0.001,0.001,-0.001,0.147,-0.221,0.1203,-0.1203,-0.2760,0.3250,0.0338,-0.0474
46.152,0,-0.001,0.001,-0.001,0.073,-0.290,0.1203,-0.1203,0.1434,0.3475,0.1338,0.0526
46.172,0,-0.001,0.001,-0.001,0.145,-0.145,0.1203,-0.1203,-0.2678,-0.2763,0.0338,-0.0474
46.192,0,-0.001,0.001,-0.001,0.073,0.000,0.1203,-0.1203,0.1386,-0.3634,0.1338,-0.1474
46.213,0,-0.001,0.001,-0.001,0.214,-0.214,0.1203,-0.1203,-0.4817,0.6631,0.0338,-0.0474
46.232,0,-0.001,0.001,-0.001,0.148,-0.148,0.1202,-0.1202,0.0785,-0.0785,0.1338,-0.1474
46.252,0,-0.001,0.001,-0.001,0.218,-0.145,0.1202,-0.1202,-0.3051,0.0802,0.0338,-0.0474
46.272,0,-0.001,0.001,-0.001,0.145,-0.145,0.1202,-0.1202,0.0949,0.0864,0.1338,-0.0338
46.292,1,-0.001,0.061,0.059,0.217,-0.145,0.1340,0.1336,-0.2727,0.1207,0.0338,0.0662
46.312,1,-0.001,0.121,0.119,0.146,-0.146,0.1478,0.1474,0.1630,0.1616,0.1338,0.1662
46.332,1,-0.001,0.181,0.179,0.218,0.073,0.1616,0.1612,-0.2015,-0.4816,0.0338,0.0662
46.352,1,-0.001,0.241,0.239,0.218,0.145,0.1754,0.1750,0.0135,-0.1253,0.1338,0.0497
46.372,1,-0.001,0.301,0.299,0.289,0.000,0.1892,0.1888,-0.1714,0.5422,0.0338,0.1497
46.392,1,-0.001,0.361,0.359,0.218,0.146,0.2030,0.2026,0.2624,-0.2360,0.1338,0.0497
46.412,1,-0.001,0.421,0.419,0.218,0.218,0.2168,0.2164,0.1239,-0.0593,0.2338,0.1497
46.432,1,-0.001,0.481,0.479,0.361,0.289,0.2306,0.2302,-0.2865,-0.0639,0.1338,0.1663
46.452,1,-0.001,0.541,0.539,0.438,0.292,0.2444,0.2440,-0.1294,0.1410,0.1150,0.2663
46.472,1,-0.001,0.601,0.599,0.508,0.508,0.2582,0.2578,-0.1195,-0.4853,0.1388,0.1663
46.492,1,-0.001,0.661,0.659,0.581,0.653,0.2720,0.2716,-0.1335,-0.3598,0.1385,0.0663
46.512,1,-0.001,0.721,0.719,0.653,0.725,0.2858,0.2854,-0.1398,-0.1844,0.1460,0.1010
46.532,1,-0.001,0.781,0.779,0.723,0.723,0.2996,0.2992,-0.1392,0.0408,0.1605,0.2010
46.553,1,-0.001,0.841,0.839,0.788,0.717,0.3134,0.3130,-0.1325,0.0884,0.1809,0.3010
46.573,1,-0.001,0.901,0.899,0.792,0.936,0.3272,0.3268,0.0547,-0.5722,0.2809,0.2010
46.592,1,-0.001,0.961,0.959,0.966,1.040,0.3410,0.3406,-0.4362,-0.3073,0.1809,0.1010
46.612,1,-0.001,1.021,1.019,1.074,1.145,0.3548,0.3544,-0.3011,-0.3388,0.0809,0.0155
46.633,1,-0.001,1.081,1.079,1.071,1.071,0.3686,0.3682,0.0140,0.1917,0.1809,0.1155
46.652,1,-0.001,1.141,1.139,1.047,1.047,0.3824,0.3820,0.1160,0.1144,0.2809,0.2155
46.672,1,-0.001,1.201,1.199,1.230,1.085,0.3962,0.3958,-0.4753,-0.0273,0.1809,0.3155
46.692,1,-0.001,1.261,1.259,1.237,1.310,0.4100,0.4096,-0.0025,-0.5916,0.2809,0.2155
46.713,1,-0.001,1.321,1.319,1.285,1.357,0.4238,0.4234,-0.0999,-0.1403,0.3239,0.2830
46.732,1,-0.001,1.381,1.379,1.461,1.388,0.4376,0.4372,-0.4882,-0.0844,0.2239,0.3528
46.752,1,-0.001,1.441,1.439,1.537,1.464,0.4514,0.4510,-0.2476,-0.2044,0.2039,0.2528
46.772,1,-0.001,1.501,1.499,1.513,1.657,0.4652,0.4648,0.0535,-0.5779,0.3039,0.1528
46.792,1,-0.001,1.561,1.559,1.671,1.671,0.4790,0.4786,-0.4625,-0.1030,0.2039,0.2528
46.812,1,-0.001,1.621,1.619,1.671,1.671,0.4928,0.4924,-0.0300,-0.0316,0.3039,0.3528
46.832,1,-0.001,1.681,1.679,1.748,1.748,0.5066,0.5062,-0.2315,-0.2324,0.2751,0.2738
46.852,1,-0.001,1.741,1.739,1.741,1.814,0.5204,0.5200,0.0165,-0.2096,0.3751,0.3103
46.872,1,-0.001,1.801,1.799,1.814,1.814,0.5341,0.5338,-0.1892,-0.0089,0.3449,0.4103
46.892,1,-0.001,1.801,1.799,1.886,1.813,0.5341,0.5339,-0.2315,-0.0073,0.3026,0.5103
46.912,0,-0.000,1.741,1.739,1.886,1.958,0.5203,0.5201,-0.0873,-0.4938,0.4026,0.4103
46.932,0,-0.000,1.681,1.679,1.886,2.104,0.5065,0.5063,-0.1242,-0.6182,0.3823,0.3103
46.953,0,-0.000,1.621,1.619,2.015,2.154,0.4927,0.4925,-0.5574,-0.4447,0.2823,0.2103
46.973,0,-0.000,1.561,1.559,2.051,2.124,0.4789,0.4787,-0.3850,-0.2656,0.1823,0.2130
46.993,0,-0.000,1.501,1.499,1.970,2.043,0.4651,0.4649,-0.0794,-0.1230,0.2823,0.3130
47.013,0,-0.000,1.441,1.439,1.968,2.041,0.4513,0.4511,-0.3124,-0.3562,0.1823,0.2130
47.032,0,-0.000,1.381,1.379,1.906,2.052,0.4375,0.4373,-0.1585,-0.4317,0.2791,0.1130
47.052,0,-0.000,1.321,1.319,1.962,2.034,0.4237,0.4235,-0.5250,-0.3843,0.1791,0.0392
47.073,0,-0.000,1.261,1.259,1.878,1.950,0.4099,0.4097,-0.1617,-0.2046,0.2482,0.1392
47.092,0,-0.000,1.201,1.199,1.844,1.844,0.3961,0.3959,-0.3010,-0.1212,0.1482,0.2392
47.112,0,-0.000,1.141,1.139,1.886,1.813,0.3823,0.3821,-0.5518,-0.3275,0.0482,0.1392
47.133,0,-0.000,1.081,1.079,1.759,1.830,0.3685,0.3683,-0.0902,-0.4903,0.1482,0.0392
47.153,0,-0.000,1.021,1.019,1.737,1.809,0.3547,0.3545,-0.3750,-0.4237,0.0482,-0.0608
47.173,0,-0.000,0.961,0.959,1.623,1.623,0.3409,0.3407,-0.1127,0.0672,0.1482,0.0392
47.192,0,-0.000,0.901,0.899,1.621,1.474,0.3271,0.3269,-0.4281,0.0287,0.0482,0.1392
47.212,0,-0.000,0.841,0.839,1.525,1.452,0.3133,0.3131,-0.1681,-0.3126,0.1452,0.0392
47.232,0,-0.000,0.781,0.779,1.450,1.378,0.2995,0.2993,-0.2166,-0.1738,0.0829,0.1255
47.253,0,-0.000,0.721,0.719,1.483,1.413,0.2857,0.2855,-0.5398,-0.5028,-0.0171,0.0255
47.272,0,-0.000,0.661,0.659,1.323,1.323,0.2719,0.2717,0.0030,-0.1741,0.0829,0.0976
47.292,0,-0.000,0.601,0.599,1.248,1.248,0.2581,0.2579,-0.2008,-0.2015,0.0574,0.0563
47.312,0,-0.000,0.541,0.539,1.164,1.164,0.2443,0.2441,-0.1637,-0.1640,0.0807,0.0801
47.332,0,-0.000,0.481,0.479,1.161,1.088,0.2305,0.2303,-0.3998,-0.1757,-0.0193,0.0546
47.352,0,-0.000,0.421,0.419,1.015,1.087,0.2167,0.2165,0.0081,-0.3986,0.0807,-0.0454
47.372,0,-0.000,0.361,0.359,1.016,0.944,0.2029,0.2027,-0.3969,0.0088,-0.0193,0.0546
47.392,0,-0.000,0.301,0.299,0.871,0.871,0.1891,0.1889,0.0220,-0.1603,0.0807,0.0286
47.412,0,-0.000,0.241,0.239,0.943,0.798,0.1753,0.1751,-0.6025,-0.1533,-0.0193,0.0218
47.432,0,-0.000,0.181,0.179,0.726,0.726,0.1615,0.1613,0.2164,-0.1468,0.0807,0.0145
47.452,0,-0.000,0.121,0.119,0.724,0.652,0.1477,0.1475,-0.3583,-0.1345,-0.0193,0.0130
47.472,0,-0.000,0.061,0.059,0.654,0.509,0.1339,0.1337,-0.1815,0.0875,-0.0476,0.1130
47.492,0,-0.000,0.001,-0.000,0.508,0.580,0.1201,-0.1201,0.0615,-0.5271,0.0524,0.0130
47.512,0,-0.000,0.000,-0.000,0.435,0.508,0.1201,-0.1201,-0.0796,-0.1235,0.0405,-0.0870
47.532,0,-0.000,0.000,-0.000,0.435,0.290,0.1201,-0.1201,-0.2613,0.3696,-0.0595,0.0130
47.552,0,-0.000,0.000,-0.000,0.363,0.218,0.1201,-0.1201,-0.0357,0.0509,0.0405,-0.0692
47.572,0,-0.000,0.000,-0.000,0.217,0.072,0.1201,-0.1201,0.2326,0.3191,0.1405,0.0308
47.592,0,-0.000,0.000,-0.000,0.218,0.073,0.1201,-0.1201,-0.1312,-0.0439,0.0405,-0.0692
47.612,0,-0.000,0.000,-0.000,0.217,0.000,0.1201,-0.1201,-0.1290,0.1813,-0.0090,0.0308
47.632,0,-0.000,0.000,-0.000,0.073,0.000,0.1200,-0.1200,0.3179,-0.0001,0.0910,-0.0692
47.652,0,-0.000,0.000,-0.000,0.073,0.000,0.1200,-0.1200,-0.0431,-0.0001,0.0770,-0.1202
47.672,0,-0.000,0.000,-0.000,0.072,-0.072,0.1200,-0.1200,-0.0412,0.2226,0.0788,-0.0202
47.692,0,-0.000,0.000,-0.000,0.000,0.000,0.1200,-0.1200,0.1797,-0.1797,0.1788,-0.1202
47.712,0,-0.000,0.000,-0.000,0.145,-0.073,0.1200,-0.1200,-0.4496,0.2248,0.0788,-0.0202
47.732,0,-0.000,0.000,-0.000,0.145,-0.073,0.1200,-0.1200,-0.0870,0.0434,0.0331,-0.0767
47.752,0,-0.000,0.000,-0.000,0.073,-0.073,0.1200,-0.1200,0.1379,0.0434,0.1331,-0.0766
47.772,0,-0.000,0.000,-0.000,0.145,-0.073,0.1200,-0.1200,-0.2682,0.0434,0.0331,-0.0767
47.792,0,-0.000,0.000,-0.000,0.145,-0.073,0.1200,-0.1200,-0.0870,0.0435,0.0330,-0.0766
47.812,0,-0.000,0.000,-0.000,0.073,-0.073,0.1200,-0.1200,0.1379,0.0434,0.1330,-0.0766
47.832,0,-0.000,0.000,-0.000,0.217,-0.145,0.1200,-0.1200,-0.4913,0.2671,0.0330,0.0234
47.852,0,-0.000,0.000,-0.000,0.146,0.000,0.1200,-0.1200,0.0915,-0.3618,0.1330,-0.0766
